Identification,OnSaleIndicator,Name,BCAMarketingState.StateTenurePeriod,BCAMarketingState.LastMarketedDate,BCAMarketingState.MarketingState,BCAMarketingState.Identification,BCAMarketingState.StateTenureLength,BCAMarketingState.FirstMarketedDate,BCAMarketingState.FeaturesAndBenefits.MobileWallet.Type,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Type,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Identification,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Name,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Textual,BCAMarketingState.FeaturesAndBenefits.FeatureBenefitItem.Indicator,BCAMarketingState.FeaturesAndBenefits.Card.Type,BCAMarketingState.FeaturesAndBenefits.Card.ContactlessIndicator,BCAMarketingState.FeaturesAndBenefits.Card.Scheme.0,BCAMarketingState.Eligibility.AgeEligibility.MinimumAge,BCAMarketingState.Eligibility.AgeEligibility.Notes.0,BCAMarketingState.OtherFeesCharges.FeeChargeCap.MinMaxType,BCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeCapAmount,BCAMarketingState.OtherFeesCharges.FeeChargeCap.FeeType.0,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.ApplicationFrequency,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeType,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.CalculationFrequency,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeCategory,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.FeeAmount,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.0,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.Notes.1,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.Description,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.FeeCategory,BCAMarketingState.OtherFeesCharges.FeeChargeDetail.OtherFeeType.Name,BCAMarketingState.CoreProduct.ProductDescription,BCAMarketingState.CoreProduct.ProductURL,BCAMarketingState.CoreProduct.TcsAndCsURL,BCAMarketingState.CoreProduct.ServicingAccessChannels.0,BCAMarketingState.CoreProduct.ServicingAccessChannels.1,BCAMarketingState.CoreProduct.ServicingAccessChannels.2,BCAMarketingState.CoreProduct.ServicingAccessChannels.3,BCAMarketingState.CoreProduct.ServicingAccessChannels.4,BCAMarketingState.CoreProduct.ServicingAccessChannels.5,BCAMarketingState.CoreProduct.ServicingAccessChannels.6,BCAMarketingState.CoreProduct.SalesAccessChannels.0,BCAMarketingState.CoreProduct.SalesAccessChannels.1,BCAMarketingState.CoreProduct.SalesAccessChannels.2,BCAMarketingState.CoreProduct.SalesAccessChannels.3,BCAMarketingState.Notes.0,BCAMarketingState.Notes.1,BCAMarketingState.Notes.2,BCAMarketingState.PredecessorID,Segment.0,Segment.1,Segment.2,BCAMarketingState.OtherFeesCharges.FeeChargeCap.CappingPeriod
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126831","MobileBanking",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126832","MultipleAccountHolders",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126812","OverdraftStructures","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126815","PaymentClearingSystemSupported","BACS; CHAPS; International systems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126834","QuickDepositsServiceAvailability",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126835","SetOffArrangement",,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126836","StandingOrderAvailability",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126837","TextAlerts",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126838","TransfersAllowed",,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,"AccountManagement","126839","AutoTransfers","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month",,,,,,,,,,,,"DebitCard",false,"Visa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,"Minimum","25.00","ReportAuditLetter",,,,,,,,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashIn","Other","Transaction","0","Charge - Branch Cash Paid In","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerItem","TransUKDirDeb","Other","Transaction","0","Charge - Direct Debit",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","TransManualTrans","Other","Transaction","0","Charge - Manual Credits",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashIn","Other","Transaction","0","Charge - Cash Paid In - Cash and Deposit Machine","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashOut","Other","Transaction","0","Charge - Branch Cash Paid Out","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashOut","Other","CounterServices","0","Charge - Cash Centre Cash Out","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","AutoAutoCredit","Other","Transaction","0","Charge - Automated Credits",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","TransBranchCredit","Other","Transaction","0","Charge - Branch Faster Payment",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","TransBillPaymentTelephone","Other","Transaction","0","Charge - Telephone Transfer to non-RBSG Payee",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","TransStandingOrd","Other","Transaction","0","Charge - Standing Orders",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashIn","Other","CounterServices","0","Charge - Cash Centre Notes In","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCoinHandling","Other","CounterServices","0","Charge - Cash (Coins) Paid In - Cash Centres","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","OnlineBankingPayment","Other","Transaction","0","Charge - Online/Digital Faster Payment",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","BACSItem","Other","Transaction","0","Charge - BACS Usage",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","TransCreditTransferUKSame","Other","Transaction","0","Charge - Telephone Transfer to RBSG Payee",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerItem","ChqCounterCheque","Other","Cheque","0","Charge - Cheques Paid In - Branches",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","ChqTrans","Other","Cheque","0","Charge - Cheques & Other Debits",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashX","Other","Transaction","0","Charge - Branch Cash Exchange","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","BACSOnLineFile","Other","Transaction","0","Charge - BACS Files",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","ChqIn","Other","Transaction","0","Charge - Cheques Paid in - Cash Centres",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","AutoAutomatedTrans","Other","Transaction","0","Charge - Other Automated Debits",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Monthly","ServiceCAccountFeeMonthly","Monthly","Servicing","0","Charge - Maintenance",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashIn","Other","CounterServices","0","Charge - Cash Sealed - Cash Centre","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CounterCashDropLodgement","Other","CounterServices","0","Charge - Fast Cash Paid In","per hundred pounds",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerOccurrence","ReportCertBalance","PerItem","Report","0","Fee - Certificate of Balance issuing",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerItem","ReportStatementCopy1","Other","Transaction","5.00","Charge - Duplicate statement",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","ReportAuditLetter","Other","Report","25.00","Fee - Audit","This tariff is + VAT per hour fee",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","ChqStopped","Other","Transaction","0","Charge - Stopping a cheque",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","CHAPSOut","Other","Transaction","20.00","Fee - CHAPS (between Banks)",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","NightSafeNightSafe","Other","Servicing","0","Charge - Night Safe Wallet Usage",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","ChqIn","Other","Transaction","0","Charge - Cheques Returned In",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","BACSOnLineOverlimit","Other","Transaction","45.00","Charge - BACS Referral",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","Other","ChargingPeriod","Transaction","12","Charge - Unpaid item",,"Unauthorised Unpaid Trans","Transaction","Unauthorised Unpaid Trans","A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"PerTransaction","Other","ChargingPeriod","Transaction","20.00","Charge - Paid Referral",,"Unauthorised Paid Trans","Transaction","Unauthorised Paid Trans","A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","ReportStatusEnquiry","Other","Report","10.00","Fee","This pricing is Plus VAT",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","AutoAutoCredit","Other","Transaction","5.00","Fee",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","ChqSpecialChqPresentation","Other","Cheque","15.00","Fee - Special cheque clearance",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","DraftsBankers","Other","BankersDrafts","10.00","Fee - Bankers draft issuance",,,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)","Month","9999-12-12","Promotional","8752",18.0,"2008-05-05",,,,,,,,,,18.0,,,,,"Other","ServiceCAccountFeeMonthly","Other","Servicing","3.00","Fee","Autopay Service\n£3 per month for the service\n£4.50 per insertion (min £20 / Max £200)\n£11 per reason (max £22, 53p each)",,,,"A current account providing access to UK payments services and channels to business <£2m t/o but without any borrowing capability (default offering for standard Current Account failed application)","https://www.business.natwest.com/","https://www.business.natwest.com/eOBAOterms","ATM","Branch","CallCentre","MobileBankingApp","Online","PostOffice","RelationshipManager","Online","CallCentre","RelationshipManager",,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)",,,,,,,"ApplePay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)",,,,,,,"MobileBankingApp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)",,,,,,,,"Other","17527","Cheque book and Credit book",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CL-MT-003",true,"Foundation Account Type V6 (NatWest)",,,,,,,,"Other","17528","Visa Debit Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
